id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,police_station,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,priority_binary,resolution_minutes,hour,day_of_week,month,is_weekend,is_peak,event_cause_grouped,cause_peak_interaction,corridor_grouped,veh_type_clean,description_clean,geo_bin,geo_density,corridor_incident_count,corridor_closure_rate,corridor_high_priority_rate,hotspot_cluster
FKID004121,unplanned,13.0498194,77.592851,0.0,0.0,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,accident,0,2024-04-08 14:15:51.153000+00:00,,closed,no,2024-04-08 15:35:47.714849+00:00,,[PERSON] load lorry Downfall on maintrack twrds city near esteem mall,,,Bellary Road 1,High,,,,2024-04-08 14:16:43.818812+00:00,,1,FKUSR01418,FKUSR01418,,,Kodigehalli,FKKG001370,,,,,,,,,,,1,,14,0,4,0,0,accident,accident_0,Bellary Road 1,unknown,[person] load lorry downfall on maintrack twrds city near esteem mall,13.05_77.593,13,610,0.054098360655737705,1.0,0
FKID004122,planned,12.96396195,77.56960303,12.95722702,77.5685086,"K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India","S V Narayan Rao Road, Chamarajapete, Chamarajpet, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",construction,1,,2024-04-08 11:35:46+00:00,closed,yes,2024-04-08 11:35:47.389842+00:00,,White topping work,,,Mysore Road,High,,,,2024-02-14 05:43:23.198226+00:00,"[[12.963961951201615,77.56960303217438],[12.963946914541058,77.56958174892054],[12.963732463565698,77.5695280964346],[12.962953115782271,77.56927056450215],[12.962534673012561,77.5691578942817],[12.962079615702052,77.56902912831546],[12.961723938144514,77.56888426660345],[12.961274733741455,77.56875024087016],[12.960542453495586,77.56851416993209],[12.960307077244835,77.56843905645177],[12.960066470180713,77.56836394297146],[12.95994093596802,77.56837467346867],[12.959423106671508,77.56838540396583],[12.958863532991696,77.56840692309964],[12.958178321333314,77.5684498450884],[12.957691872217632,77.56848740182856],[12.957174038243808,77.56848203657995],[12.957227016576056,77.56850860119546]]",1,FKUSR00009,FKUSR00009,,,Chamarajpet,,,,,,,,,,,,1,,12,3,1,0,0,construction,construction_0,Mysore Road,unknown,white topping work,12.964_77.57,14,743,0.11036339165545088,0.9973082099596231,0
FKID004123,unplanned,13.0018539,77.6634748,0.0,0.0,"MBT Road, Gopalan Aristocrat, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",,vehicle_breakdown,0,2024-04-08 14:54:50.648000+00:00,,closed,yes,2024-04-08 17:35:47.558706+00:00,,hgv off-road due to electric problem near kasturi nagar upper ramp from rm nagar to mmt,heavy_vehicle,FKN00GL2041,ORR North 1,High,,,,2024-04-08 15:00:05.079604+00:00,,1,FKUSR01078,FKUSR00009,,,Banaswadi,FKKG001042,,,,,,,,,,,1,,14,0,4,0,0,vehicle_breakdown,vehicle_breakdown_0,ORR North 1,heavy_vehicle,hgv off-road due to electric problem near kasturi nagar upper ramp from rm nagar to mmt,13.002_77.663,4,275,0.08,1.0,0
FKID004124,unplanned,13.005217,77.6848678,0.0,0.0,"Old Madras Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,0,2024-04-08 17:11:42.780000+00:00,,closed,yes,2024-04-08 19:35:47.849665+00:00,,ಕೆಎಸ್ಆರ್ಟಿಸಿ ಬಸ್ ನ ಹಿಂದಿನ  ಎರಡು ಟೈಯರ್ ಗಳು ಒಡೆದು ಹೋಗಿರುತ್ತದೆ. ಡಿಪೋಯಿಂದ ಮೆಕಾನಿಕ್ ಬರುವುದಾಗಿ ತಿಳಿಸಿರುತ್ತಾರೆ.,ksrtc_bus,FKN00GL2042,Non-corridor,Low,,,,2024-04-08 17:22:58.849385+00:00,,1,FKUSR00483,FKUSR00009,,,K.R. Pura,FKKG000472,,,,,,,,,,,0,,17,0,4,0,1,vehicle_breakdown,vehicle_breakdown_1,Non-corridor,ksrtc_bus,ಕೆಎಸ್ಆರ್ಟಿಸಿ ಬಸ್ ನ ಹಿಂದಿನ  ಎರಡು ಟೈಯರ್ ಗಳು ಒಡೆದು ಹೋಗಿರುತ್ತದೆ. ಡಿಪೋಯಿಂದ ಮೆಕಾನಿಕ್ ಬರುವುದಾಗಿ ತಿಳಿಸಿರುತ್ತಾರೆ.,13.005_77.685,6,3124,0.12099871959026888,0.0,0
FKID004125,unplanned,12.9422522,77.6225761,0.0,0.0,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",,others,0,2023-12-19 07:06:09.328000+00:00,,closed,yes,2024-04-12 05:57:01.033266+00:00,,"Due to technical,High mast lights are not working at NGV back gate jn,.",,,Non-corridor,Low,,,,2023-12-19 07:10:10.313860+00:00,,1,FKUSR01419,FKUSR00001,,,Adugodi,FKKG001371,,,,FKUSR01419,2024-04-12 05:57:01.032652+00:00,,,Bengaluru South Corporation,South Zone 2,NGV RearGateJunc,0,,7,1,12,0,0,others,others_0,Non-corridor,unknown,"due to technical,high mast lights are not working at ngv back gate jn,.",12.942_77.623,5,3124,0.12099871959026888,0.0,8
FKID004126,unplanned,13.008147,77.6905604,0.0,0.0,"South Avenue, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,0,2023-11-28 06:10:41.518000+00:00,,closed,yes,2023-11-28 08:35:47.671258+00:00,,[PERSON] breakdown iti to k r purma,ksrtc_bus,FKN00GL2043,Non-corridor,Low,,,,2023-11-28 06:11:59.226613+00:00,,1,FKUSR00457,FKUSR00001,,,K.R. Pura,FKKG000446,,,,,,,,Bengaluru East Corporation,East Zone 2,,0,,6,1,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,ksrtc_bus,[person] breakdown iti to k r purma,13.008_77.691,1,3124,0.12099871959026888,0.0,0
FKID004127,unplanned,13.11620113,77.6130314,,,"Palanahalli Road, Palanahalli, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",,procession,0,2023-11-28 04:17:09.832000+00:00,,closed,yes,2023-11-28 06:35:47.649153+00:00,north_east,Procession,,,Non-corridor,Low,,,,2023-11-28 04:17:42.393728+00:00,[],2,FKUSR00881,FKUSR00881,,,Yelahanka,,,,,,,,,Bengaluru North Corporation,North Zone 2,,0,,4,1,11,0,0,procession,procession_0,Non-corridor,unknown,procession,13.116_77.613,1,3124,0.12099871959026888,0.0,0
FKID004128,unplanned,12.86636201,77.43864114,0.0,0.0,"Lat: 12.866362, Lng: 77.438641",,vehicle_breakdown,0,2023-11-28 04:14:53.641000+00:00,,closed,yes,2023-11-28 06:35:47.665898+00:00,south_west,Vehicle Breakdown,private_car,FKN00GL2044,Non-corridor,Low,,,,2023-11-28 04:16:31.223985+00:00,[],2,FKUSR00881,FKUSR00881,,,Hulimavu,,,,,,,,,,,,0,,4,1,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,private_car,vehicle breakdown,12.866_77.439,1,3124,0.12099871959026888,0.0,-1
FKID004129,unplanned,13.2288007,77.6897352,0.0,0.0,"Bengaluru Bellary Road, Surya Serene Skyline, Devanahalli, Bengaluru Rural District, Karnataka. Pin-562110 (India)",,vehicle_breakdown,0,2023-11-11 02:08:05.186000+00:00,,closed,yes,2023-11-11 04:35:47.549289+00:00,,ಸರ್ ನಮಸ್ಕಾರ ದೇವನಹಳ್ಳಿ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣ ಸರಹದ್ದಿನ ಚಿಕ್ಕ ಸಣ್ಣೆ ಗೇಟ್ ಟ್ರಾಫಿಕ್ ಸಿಗ್ನಲ್ ಇಂದ 50 ಮೀಟರ್ ದೂರದಲ್ಲಿ ಬೆಂಗಳೂರು ಟು ಚಿಕ್ಕಬಳ್ಳಾಪುರ ಹಾದುಹೋಗುವ ಎನ್‌ಹೆಚ್ 44 ರಸ್ತೆಯಲ್ಲಿ [VEHICLE] ಹೆವಿ ಗೂಡ್ಸ್ ವೆಹಿಕಲ್  ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ರಸ್ತೆಯ ಎಡ ಬದಿಯಲ್ಲಿ ನಿಂತಿದ್ದು ಸುಗಮ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ಅಡಚಣೆ ಇರುವುದಿಲ್ಲ ಎಂದು ಈ ಮೂಲಕ ತಮ್ಮಲ್ಲಿ ನಿವೇದಿಸಿ ಕೊಂಡಿರುತ್ತದೆ,heavy_vehicle,FKN00GL2045,Non-corridor,Low,,,,2023-11-11 02:15:26.942215+00:00,,1,FKUSR01420,FKUSR00001,,,Devanahalli Airport,FKKG001372,,,,,,,,,,,0,,2,5,11,1,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,ಸರ್ ನಮಸ್ಕಾರ ದೇವನಹಳ್ಳಿ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣ ಸರಹದ್ದಿನ ಚಿಕ್ಕ ಸಣ್ಣೆ ಗೇಟ್ ಟ್ರಾಫಿಕ್ ಸಿಗ್ನಲ್ ಇಂದ 50 ಮೀಟರ್ ದೂರದಲ್ಲಿ ಬೆಂಗಳೂರು ಟು ಚಿಕ್ಕಬಳ್ಳಾಪುರ ಹಾದುಹೋಗುವ ಎನ್‌ಹೆಚ್ 44 ರಸ್ತೆಯಲ್ಲಿ [vehicle] ಹೆವಿ ಗೂಡ್ಸ್ ವೆಹಿಕಲ್  ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ರಸ್ತೆಯ ಎಡ ಬದಿಯಲ್ಲಿ ನಿಂತಿದ್ದು ಸುಗಮ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ಅಡಚಣೆ ಇರುವುದಿಲ್ಲ ಎಂದು ಈ ಮೂಲಕ ತಮ್ಮಲ್ಲಿ ನಿವೇದಿಸಿ ಕೊಂಡಿರುತ್ತದೆ,13.229_77.69,2,3124,0.12099871959026888,0.0,59
FKID004130,unplanned,12.9285971,77.4694872,12.928387,77.4696147,"NICE Road, Mahaveer Highlands, Block 2, Sir M Vishweshwaraiah Nagar, Bengaluru, Karnataka. Pin-560060 (India)","NICE Road, Mahaveer Highlands, Block 2, Sir M Vishweshwaraiah Nagar, Bengaluru, Karnataka. Pin-560060 (India)",vehicle_breakdown,1,2023-11-12 03:47:11.073000+00:00,,closed,yes,2023-11-12 06:35:48.010099+00:00,,"[VEHICLE] hgv eacher break down, heavy goods vehicle removal crane removing the vehicle, it take time 30-40 mins",heavy_vehicle,FKN00GL2046,Non-corridor,Low,,,,2023-11-12 03:51:16.889639+00:00,,1,FKUSR00977,FKUSR00001,,,Kengeri,FKKG000950,,,,,,,,,,,0,,3,6,11,1,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,"[vehicle] hgv eacher break down, heavy goods vehicle removal crane removing the vehicle, it take time 30-40 mins",12.929_77.469,1,3124,0.12099871959026888,0.0,-1
FKID004131,unplanned,12.8011603,77.7122165,0.0,0.0,"TCP Layout Main Road, Old Chandapura, Chandapura, Bengaluru, Karnataka. Pin-560081 (India)",,construction,0,2023-11-18 07:34:39.257000+00:00,,active,yes,2023-11-18 07:41:02.934591+00:00,,Old Chandapura underpass work progress,,,Non-corridor,Low,,,,2023-11-18 07:36:49.842589+00:00,,1,FKUSR00203,FKUSR00001,,,No Police Station,FKKG000195,,,,,,,,,,,0,,7,5,11,1,0,construction,construction_0,Non-corridor,unknown,old chandapura underpass work progress,12.801_77.712,2,3124,0.12099871959026888,0.0,55
FKID004132,unplanned,12.8193862,77.6890097,0.0,0.0,"Hosur Road, Muthurayappa Estate, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",,vehicle_breakdown,0,2023-11-18 21:45:09.637000+00:00,,closed,yes,2023-11-18 22:22:49.947624+00:00,,Hgv vehicle breakdown bomsandra flavour down [PERSON],heavy_vehicle,FKN00GL2047,Non-corridor,Low,,,,2023-11-18 21:47:43.431176+00:00,,1,FKUSR00212,FKUSR00009,,,Electronic City,FKKG000204,,,,FKUSR00212,2023-11-18 22:22:49.946941+00:00,,,,,,0,37.67183235,21,5,11,1,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,hgv vehicle breakdown bomsandra flavour down [person],12.819_77.689,2,3124,0.12099871959026888,0.0,20
FKID004133,unplanned,13.0511382,77.4896909,0.0,0.0,"Teachers Layout Main Road, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",,others,0,2023-11-19 06:57:15.989000+00:00,,active,yes,2023-11-19 07:02:55.943324+00:00,,Vehicle is cooling problem,,,Non-corridor,Low,,,,2023-11-19 06:59:18.866548+00:00,,1,FKUSR01421,FKUSR00001,,,No Police Station,FKKG001373,,,,,,,,,,,0,,6,6,11,1,0,others,others_0,Non-corridor,unknown,vehicle is cooling problem,13.051_77.49,1,3124,0.12099871959026888,0.0,0
FKID004134,unplanned,12.91875337,77.51825174,,,"10th Main Road, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India",,congestion,0,2023-11-28 04:52:30.261000+00:00,,closed,yes,2023-11-28 07:35:47.884695+00:00,north,COngestion,,,Non-corridor,Low,,,,2023-11-28 04:53:04.708041+00:00,[],2,FKUSR00881,FKUSR00881,,,Kengeri,,,,,,,,,Bengaluru West Corporation,West Zone 1,,0,,4,1,11,0,0,congestion,congestion_0,Non-corridor,unknown,congestion,12.919_77.518,1,3124,0.12099871959026888,0.0,-1
FKID004135,unplanned,12.9467434,77.5333903,,,"2nd Main Road, Ranganathan Colony, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,accident,0,2024-01-01 23:40:09.675232+00:00,,closed,yes,2024-01-02 01:35:47.908505+00:00,,,,,Mysore Road,High,,,,2024-01-02 00:38:33.066983+00:00,,1,FKUSR01422,FKUSR00001,FKUSR01422,FKUSR01423,Byatarayanapura,,,,,,,,,Bengaluru West Corporation,West Zone 2,,1,,23,0,1,0,0,accident,accident_0,Mysore Road,unknown,none,12.947_77.533,6,743,0.11036339165545088,0.9973082099596231,0
FKID004136,unplanned,13.09411244,77.51344424,,,"Ganigarahalli, Sector 8, Dr. Shivaram Karanth Layout, Bangalore North, Bengaluru Urban, Karnataka, 560090, India",,Fog / Low Visibility,0,2023-11-28 04:55:55.937000+00:00,,closed,yes,2023-11-28 07:35:47.906420+00:00,north_west,Fog,,,Non-corridor,Low,,,,2023-11-28 04:56:26.875510+00:00,[],2,FKUSR00881,FKUSR00881,,,Chikkabanavara,,,,,,,,,,,,0,,4,1,11,0,0,other_rare,other_rare_0,Non-corridor,unknown,fog,13.094_77.513,1,3124,0.12099871959026888,0.0,-1
FKID004137,unplanned,13.0395661,77.6412265,0.0,0.0,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",,construction,0,2024-01-01 19:27:58.270000+00:00,,closed,yes,2024-01-02 01:32:34.337609+00:00,,"ನಮಸ್ತೆ ಸರ್, ಎಲ್ಲೂರು ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ವಡ್ಡರ ಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಬಿಡಬ್ಲ್ಯೂಎಸ್ಎಸ್ಬಿ ದವರು ಒಳ ಚರಂಡಿ ಕಾಮಗಾರಿ [PERSON] ಕಡೆಗೆ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿವೆ ಸರ್",,,Airport New South Road,High,,,,2024-01-01 19:34:12.515766+00:00,,1,FKUSR00694,FKUSR00001,,,Hennuru,FKKG000678,,,,FKUSR00694,2024-01-02 01:32:34.337120+00:00,,,Bengaluru North Corporation,North Zone 1,,1,364.60111866666665,19,0,1,0,1,construction,construction_1,Airport New South Road,unknown,"ನಮಸ್ತೆ ಸರ್, ಎಲ್ಲೂರು ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ವಡ್ಡರ ಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಬಿಡಬ್ಲ್ಯೂಎಸ್ಎಸ್ಬಿ ದವರು ಒಳ ಚರಂಡಿ ಕಾಮಗಾರಿ [person] ಕಡೆಗೆ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿವೆ ಸರ್",13.04_77.641,5,67,0.1044776119402985,1.0,14
FKID004138,unplanned,12.9611105,77.5103384,0.0,0.0,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,0,2023-11-28 06:29:56.409000+00:00,,closed,no,2023-11-28 08:02:31.869721+00:00,,Break down sir,bmtc_bus,FKN00GL2048,Non-corridor,Low,,,,2023-11-28 06:31:22.867089+00:00,,1,FKUSR00767,FKUSR00001,,,Jnanabharathi,FKKG000751,,,,FKUSR00767,2023-11-28 08:02:31.869127+00:00,,,Bengaluru West Corporation,West Zone 1,,0,92.59100211666667,6,1,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,bmtc_bus,break down sir,12.961_77.51,1,3124,0.12099871959026888,0.0,0
FKID004139,unplanned,13.1643301,77.6309231,0.0,0.0,"Bengaluru Bellary Road, Railway Annaiappan Nagar, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",,vehicle_breakdown,0,2023-11-25 06:55:56.225000+00:00,,closed,yes,2023-11-25 09:09:32.330428+00:00,,ನಮಸ್ತೆ ಸರ್  ಗೂಡ್ಸ್ ವೆಹಿಕಲ್ ಜಿಯೋ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಹತ್ತಿರ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿರುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ನಾರ್ಮಲ್ ಆಗಿರುತ್ತದೆ ಟುವರ್ಡ್ಸ್ ದೇವನಹಳ್ಳಿ ಕಡೆಗೆ ನಮಸ್ತೆ ಸರ್,truck,FKN00GL2049,Bellary Road 2,High,ಗೂಡ್ಸ್ ವೆಹಿಕಲ್,ಬ್ರೆಡ್ಡೌನ್ ಆಗಿರುತ್ತದೆ,2015.0,2023-11-25 06:59:17.332671+00:00,,1,FKUSR00344,FKUSR00001,,,Chikkajala,FKKG000336,,,,FKUSR00344,2023-11-25 09:09:32.329742+00:00,,,,,,1,133.6017457,6,5,11,1,0,vehicle_breakdown,vehicle_breakdown_0,Bellary Road 2,truck,ನಮಸ್ತೆ ಸರ್  ಗೂಡ್ಸ್ ವೆಹಿಕಲ್ ಜಿಯೋ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಹತ್ತಿರ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿರುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ನಾರ್ಮಲ್ ಆಗಿರುತ್ತದೆ ಟುವರ್ಡ್ಸ್ ದೇವನಹಳ್ಳಿ ಕಡೆಗೆ ನಮಸ್ತೆ ಸರ್,13.164_77.631,1,379,0.0316622691292876,1.0,-1
FKID004140,unplanned,13.0687009,77.4481459,0.0,0.0,"Mumbai Bengaluru Highway, Rajadhani Layout, Adakamaranahalli, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,0,2023-11-27 23:46:24.250000+00:00,,closed,yes,2023-11-28 02:35:47.648225+00:00,,[PERSON] towards adakimaaranahalli service road [LOCATION] bus off road traffic one side movement,bmtc_bus,FKN00GL2050,Non-corridor,Low,,,,2023-11-27 23:47:43.144624+00:00,,1,FKUSR00402,FKUSR00001,,,No Police Station,FKKG000392,,,,,,,,,,,0,,23,0,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,bmtc_bus,[person] towards adakimaaranahalli service road [location] bus off road traffic one side movement,13.069_77.448,5,3124,0.12099871959026888,0.0,0
FKID004141,unplanned,12.97633064,77.45300487,,,"Major Arterial Road, ಶೀಗೇಹಳ್ಳಿ, Shigehalli, Bangalore North, Bengaluru Urban, Karnataka, 560112, India",,construction,0,2023-11-28 04:16:31.386000+00:00,,active,yes,2023-11-28 04:17:09.748494+00:00,north_west,construction,,,Non-corridor,Low,,,,2023-11-28 04:17:09.714052+00:00,[],2,FKUSR00881,FKUSR00881,,,No Police Station,,,,,,,,,,,,0,,4,1,11,0,0,construction,construction_0,Non-corridor,unknown,construction,12.976_77.453,1,3124,0.12099871959026888,0.0,-1
FKID004142,unplanned,13.2210345,77.6822537,0.0,0.0,"DVN MD 7, Boovanahalli, Devanahalli, Bengaluru Rural District, Karnataka. Pin-562110 (India)",,vehicle_breakdown,0,2023-11-28 05:30:33.835000+00:00,,closed,yes,2023-11-28 06:28:40.737871+00:00,,Vehicle break down at kannamangala palya gate on NH44 due to axile cut removing in 1hr sir,truck,FKN00GL2051,Non-corridor,Low,Bricks 🧱,Axile cut,5.0,2023-11-28 05:33:46.563236+00:00,,1,FKUSR01424,FKUSR00001,,,Devanahalli Airport,FKKG001374,,,,FKUSR01424,2023-11-28 06:28:40.737330+00:00,,,,,,0,58.11503883333333,5,1,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,truck,vehicle break down at kannamangala palya gate on nh44 due to axile cut removing in 1hr sir,13.221_77.682,1,3124,0.12099871959026888,0.0,-1
FKID004143,unplanned,12.8194593,77.6880415,0.0,0.0,"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",,vehicle_breakdown,0,2023-11-29 20:52:37.662000+00:00,,closed,yes,2023-11-29 23:35:47.833588+00:00,,Wheel jum,heavy_vehicle,FKN00GL2052,Non-corridor,Low,,,,2023-11-29 20:55:32.886483+00:00,,1,FKUSR00203,FKUSR00001,,,Electronic City,FKKG000195,,,,,,,,,,,0,,20,2,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,wheel jum,12.819_77.688,2,3124,0.12099871959026888,0.0,20
FKID004144,unplanned,13.0730618,77.4399601,0.0,0.0,"Mumbai Bengaluru Highway, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,0,2023-11-29 21:31:35.791000+00:00,,closed,yes,2023-11-29 23:35:47.847343+00:00,,[PERSON] towards dasanapura goods vehicle off-road traffic one side movement,heavy_vehicle,FKN00GL2053,Non-corridor,Low,,,,2023-11-29 21:33:22.422688+00:00,,1,FKUSR00402,FKUSR00001,,,No Police Station,FKKG000392,,,,,,,,,,,0,,21,2,11,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,[person] towards dasanapura goods vehicle off-road traffic one side movement,13.073_77.44,1,3124,0.12099871959026888,0.0,0
FKID004145,unplanned,13.0672877,77.4517008,0.0,0.0,"Huskur Main Road, Makali, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,0,2023-12-01 01:19:41.136000+00:00,,closed,yes,2023-12-01 03:35:47.658228+00:00,,,heavy_vehicle,FKN00GL2054,Non-corridor,Low,,,,2023-12-01 01:21:13.455294+00:00,,1,FKUSR00061,FKUSR00009,,,No Police Station,FKKG000055,,,,,,,,,,,0,,1,4,12,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,none,13.067_77.452,2,3124,0.12099871959026888,0.0,0
FKID004146,unplanned,13.0605293,77.4622043,0.0,0.0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,0,2023-12-03 21:18:26.212000+00:00,,closed,yes,2023-12-03 23:35:47.848824+00:00,,Towards tumkur.  Out gohing.,heavy_vehicle,FKN00GL2055,Non-corridor,Low,,,,2023-12-03 21:20:16.893536+00:00,,1,FKUSR00710,FKUSR00001,,,No Police Station,FKKG000694,,,,,,,,,,,0,,21,6,12,1,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,towards tumkur.  out gohing.,13.061_77.462,4,3124,0.12099871959026888,0.0,0
FKID004147,unplanned,12.948912,77.4696656,12.9459584,77.4693985,"NICE Road, Udaya Layout, Kenchanapura, Bengaluru, Karnataka. Pin-560060 (India)","NICE Road, Udaya Layout, Kenchanapura, Bengaluru, Karnataka. Pin-560060 (India)",others,1,2023-12-09 13:18:58.420000+00:00,,closed,yes,2023-12-09 17:36:46.605576+00:00,,Tire burst,,,Non-corridor,Low,,,,2023-12-09 13:20:39.748392+00:00,,1,FKUSR00236,FKUSR00001,,,Kengeri,FKKG000228,,,,,,,,,,,0,,13,5,12,1,0,others,others_0,Non-corridor,unknown,tire burst,12.949_77.47,1,3124,0.12099871959026888,0.0,-1
FKID004148,unplanned,13.0655886,77.4536892,0.0,0.0,"Mumbai Bengaluru Highway, Makali, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,0,2023-12-10 05:25:50.469000+00:00,,closed,yes,2023-12-10 07:35:47.901171+00:00,,,lcv,FKN00GL2056,Non-corridor,Low,,,,2023-12-10 05:26:29.956228+00:00,,1,FKUSR00171,FKUSR00001,,,No Police Station,FKKG000164,,,,,,,,,,,0,,5,6,12,1,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,lcv,none,13.066_77.454,1,3124,0.12099871959026888,0.0,0
FKID004149,unplanned,13.0239336,77.5833386,0.0,0.0,"1st Main Road, Training Quarters, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",,tree_fall,0,2024-01-02 01:47:33.455000+00:00,,closed,no,2024-01-02 05:43:01.009995+00:00,,[PERSON] cross to HQTC sir,,,Bellary Road 1,High,,,,2024-01-02 01:49:37.493337+00:00,,1,FKUSR00346,FKUSR00001,,,Kodigehalli,FKKG000338,,,,FKUSR00346,2024-01-02 05:43:01.009349+00:00,,,Bengaluru West Corporation,West Zone 2,,1,235.45923915,1,1,1,0,0,tree_fall,tree_fall_0,Bellary Road 1,unknown,[person] cross to hqtc sir,13.024_77.583,2,610,0.054098360655737705,1.0,0
FKID004150,unplanned,12.8394,77.65426,0.0,0.0,"Neeladri Road, Concorde Cuppertino, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,0,2024-01-02 07:05:12.375000+00:00,,closed,yes,2024-01-02 08:31:53.063814+00:00,,,lcv,FKN00GL2057,Non-corridor,Low,,,,2024-01-02 07:07:08.582619+00:00,,1,FKUSR00283,FKUSR00001,,,Electronic City,FKKG000275,,,,FKUSR00283,2024-01-02 08:31:53.063297+00:00,,,,,,0,86.67813828333333,7,1,1,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,lcv,none,12.839_77.654,1,3124,0.12099871959026888,0.0,26
